Book,Chapter,Verse,Asker,Asked,Link,Content
GEN,18,24,,,https://www.blueletterbible.org/esv/GEN/18/24,What if there are fifty righteous within the city? Will you consume and not spare the place for the fifty righteous who are in it?
GEN,18,25,,,https://www.blueletterbible.org/esv/GEN/18/25,"May it be far from you to do things like that, to kill the righteous with the wicked, so that the righteous should be like the wicked. May that be far from you. Shouldn’t the Judge of all the earth do right?”"
GEN,18,28,,,https://www.blueletterbible.org/esv/GEN/18/28,"What if there will lack five of the fifty righteous? Will you destroy all the city for lack of five?” He said, “I will not destroy it if I find forty-five there.”"
GEN,18,29,,,https://www.blueletterbible.org/esv/GEN/18/29,"He spoke to him yet again, and said, “What if there are forty found there?” He said, “I will not do it for the forty’s sake.”"
GEN,18,30,,,https://www.blueletterbible.org/esv/GEN/18/30,"He said, “Oh don’t let the Lord be angry, and I will speak. What if there are thirty found there?” He said, “I will not do it if I find thirty there.”"
GEN,18,31,,,https://www.blueletterbible.org/esv/GEN/18/31,"He said, “See now, I have taken it on myself to speak to the Lord. What if there are twenty found there?” He said, “I will not destroy it for the twenty’s sake.”"
GEN,18,32,,,https://www.blueletterbible.org/esv/GEN/18/32,"He said, “Oh don’t let the Lord be angry, and I will speak just once more. What if ten are found there?” He said, “I will not destroy it for the ten’s sake.”"
GEN,19,5,,,https://www.blueletterbible.org/esv/GEN/19/5,"They called to Lot, and said to him, “Where are the men who came in to you this night? Bring them out to us, that we may have sex with them.”"
GEN,19,12,,,https://www.blueletterbible.org/esv/GEN/19/12,"The men said to Lot, “Do you have anybody else here? Sons-in-law, your sons, your daughters, and whomever you have in the city, bring them out of the place:"
GEN,19,20,,,https://www.blueletterbible.org/esv/GEN/19/20,"See now, this city is near to flee to, and it is a little one. Oh let me escape there (isn’t it a little one?), and my soul will live.”"
GEN,20,4,,,https://www.blueletterbible.org/esv/GEN/20/4,"Now Abimelech had not come near her. He said, “Lord, will you kill even a righteous nation?"
GEN,20,5,,,https://www.blueletterbible.org/esv/GEN/20/5,"Didn’t he tell me, ‘She is my sister’? She, even she herself, said, ‘He is my brother.’ I have done this in the integrity of my heart and the innocence of my hands.”"
GEN,20,9,,,https://www.blueletterbible.org/esv/GEN/20/9,"Then Abimelech called Abraham, and said to him, “What have you done to us? How have I sinned against you, that you have brought on me and on my kingdom a great sin? You have done deeds to me that ought not to be done!”"
GEN,20,10,,,https://www.blueletterbible.org/esv/GEN/20/10,"Abimelech said to Abraham, “What did you see, that you have done this thing?”"
GEN,21,7,,,https://www.blueletterbible.org/esv/GEN/21/7,"She said, “Who would have said to Abraham that Sarah would nurse children? For I have borne him a son in his old age.”"
GEN,21,17,,,https://www.blueletterbible.org/esv/GEN/21/17,"God heard the voice of the boy. The angel of God called to Hagar out of the sky, and said to her, “What troubles you, Hagar? Don’t be afraid. For God has heard the voice of the boy where he is."
GEN,21,29,,,https://www.blueletterbible.org/esv/GEN/21/29,"Abimelech said to Abraham, “What do these seven ewe lambs, which you have set by themselves, mean?”"
GEN,22,7,,,https://www.blueletterbible.org/esv/GEN/22/7,"Isaac spoke to Abraham his father, and said, “My father?” He said, “Here I am, my son.” He said, “Here is the fire and the wood, but where is the lamb for a burnt offering?”"
GEN,23,15,,,https://www.blueletterbible.org/esv/GEN/23/15,"“My lord, listen to me. What is a piece of land worth four hundred shekels of silver between me and you? Therefore bury your dead.”"
GEN,24,5,,,https://www.blueletterbible.org/esv/GEN/24/5,"The servant said to him, “What if the woman isn’t willing to follow me to this land? Must I bring your son again to the land you came from?”"
GEN,24,23,,,https://www.blueletterbible.org/esv/GEN/24/23,"and said, “Whose daughter are you? Please tell me. Is there room in your father’s house for us to stay?”"
GEN,24,31,,,https://www.blueletterbible.org/esv/GEN/24/31,"He said, “Come in, you blessed of Yahweh. Why do you stand outside? For I have prepared the house, and room for the camels.”"
GEN,24,39,,,https://www.blueletterbible.org/esv/GEN/24/39,"I asked my master, ‘What if the woman will not follow me?’"
GEN,24,47,,,https://www.blueletterbible.org/esv/GEN/24/47,"I asked her, and said, ‘Whose daughter are you?’ She said, ‘The daughter of Bethuel, Nahor’s son, whom Milcah bore to him.’ I put the ring on her nose, and the bracelets on her hands."
GEN,24,58,,,https://www.blueletterbible.org/esv/GEN/24/58,"They called Rebekah, and said to her, “Will you go with this man?” She said, “I will go.”"
GEN,24,65,,,https://www.blueletterbible.org/esv/GEN/24/65,"She said to the servant, “Who is the man who is walking in the field to meet us?” The servant said, “It is my master.” She took her veil, and covered herself."
GEN,25,22,,,https://www.blueletterbible.org/esv/GEN/25/22,"The children struggled together within her. She said, “If it is like this, why do I live?” She went to inquire of Yahweh."
GEN,25,32,,,https://www.blueletterbible.org/esv/GEN/25/32,"Esau said, “Behold, I am about to die. What good is the birthright to me?”"
GEN,26,9,,,https://www.blueletterbible.org/esv/GEN/26/9,"Abimelech called Isaac, and said, “Behold, surely she is your wife. Why did you say, ‘She is my sister?’ ” Isaac said to him, “Because I said, ‘Lest I die because of her.’ ”"
GEN,26,10,,,https://www.blueletterbible.org/esv/GEN/26/10,"Abimelech said, “What is this you have done to us? One of the people might easily have lain with your wife, and you would have brought guilt on us!”"
GEN,26,27,,,https://www.blueletterbible.org/esv/GEN/26/27,"Isaac said to them, “Why have you come to me, since you hate me, and have sent me away from you?”"
GEN,27,1,,,https://www.blueletterbible.org/esv/GEN/27/1,"When Isaac was old, and his eyes were dim, so that he could not see, he called Esau his elder son, and said to him, “My son?” He said to him, “Here I am.”"
GEN,27,12,,,https://www.blueletterbible.org/esv/GEN/27/12,"What if my father touches me? I will seem to him as a deceiver, and I would bring a curse on myself, and not a blessing.”"
GEN,27,18,,,https://www.blueletterbible.org/esv/GEN/27/18,"He came to his father, and said, “My father?” He said, “Here I am. Who are you, my son?”"
GEN,27,20,,,https://www.blueletterbible.org/esv/GEN/27/20,"Isaac said to his son, “How is it that you have found it so quickly, my son?” He said, “Because Yahweh your God gave me success.”"
GEN,27,24,,,https://www.blueletterbible.org/esv/GEN/27/24,"He said, “Are you really my son Esau?” He said, “I am.”"
GEN,27,32,,,https://www.blueletterbible.org/esv/GEN/27/32,"Isaac his father said to him, “Who are you?” He said, “I am your son, your firstborn, Esau.”"
GEN,27,33,,,https://www.blueletterbible.org/esv/GEN/27/33,"Isaac trembled violently, and said, “Who, then, is he who has taken venison, and brought it to me, and I have eaten of all before you came, and have blessed him? Yes, he will be blessed.”"
GEN,27,36,,,https://www.blueletterbible.org/esv/GEN/27/36,"He said, “Isn’t he rightly named Jacob? For he has supplanted me these two times. He took away my birthright. See, now he has taken away my blessing.” He said, “Haven’t you reserved a blessing for me?”"
GEN,27,37,,,https://www.blueletterbible.org/esv/GEN/27/37,"Isaac answered Esau, “Behold, I have made him your lord, and all his brothers I have given to him for servants. I have sustained him with grain and new wine. What then will I do for you, my son?”"
GEN,27,38,,,https://www.blueletterbible.org/esv/GEN/27/38,"Esau said to his father, “Do you have just one blessing, my father? Bless me, even me also, my father.” Esau lifted up his voice, and wept."
GEN,27,45,,,https://www.blueletterbible.org/esv/GEN/27/45,"until your brother’s anger turns away from you, and he forgets what you have done to him. Then I will send, and get you from there. Why should I be bereaved of you both in one day?”"
GEN,27,46,,,https://www.blueletterbible.org/esv/GEN/27/46,"Rebekah said to Isaac, “I am weary of my life because of the daughters of Heth. If Jacob takes a wife of the daughters of Heth, such as these, of the daughters of the land, what good will my life do me?”"
GEN,29,4,,,https://www.blueletterbible.org/esv/GEN/29/4,"Jacob said to them, “My relatives, where are you from?” They said, “We are from Haran.”"
GEN,29,5,,,https://www.blueletterbible.org/esv/GEN/29/5,"He said to them, “Do you know Laban, the son of Nahor?” They said, “We know him.”"
GEN,29,6,,,https://www.blueletterbible.org/esv/GEN/29/6,"He said to them, “Is it well with him?” They said, “It is well. See, Rachel, his daughter, is coming with the sheep.”"
GEN,29,15,,,https://www.blueletterbible.org/esv/GEN/29/15,"Laban said to Jacob, “Because you are my relative, should you therefore serve me for nothing? Tell me, what will your wages be?”"
GEN,29,25,,,https://www.blueletterbible.org/esv/GEN/29/25,"In the morning, behold, it was Leah! He said to Laban, “What is this you have done to me? Didn’t I serve with you for Rachel? Why then have you deceived me?”"
GEN,30,2,,,https://www.blueletterbible.org/esv/GEN/30/2,"Jacob’s anger burned against Rachel, and he said, “Am I in God’s place, who has withheld from you the fruit of the womb?”"
GEN,30,15,,,https://www.blueletterbible.org/esv/GEN/30/15,"Leah said to her, “Is it a small matter that you have taken away my husband? Would you take away my son’s mandrakes, also?” Rachel said, “Therefore he will lie with you tonight for your son’s mandrakes.”"
GEN,30,30,,,https://www.blueletterbible.org/esv/GEN/30/30,"For it was little which you had before I came, and it has increased to a multitude. Yahweh has blessed you wherever I turned. Now when will I provide for my own house also?”"
GEN,30,31,,,https://www.blueletterbible.org/esv/GEN/30/31,"Laban said, “What shall I give you?” Jacob said, “You shall not give me anything. If you will do this thing for me, I will again feed your flock and keep it."
GEN,31,14,,,https://www.blueletterbible.org/esv/GEN/31/14,"Rachel and Leah answered him, “Is there yet any portion or inheritance for us in our father’s house?"
GEN,31,15,,,https://www.blueletterbible.org/esv/GEN/31/15,"Aren’t we considered as foreigners by him? For he has sold us, and has also used up our money."
GEN,31,26,,,https://www.blueletterbible.org/esv/GEN/31/26,"Laban said to Jacob, “What have you done, that you have deceived me, and carried away my daughters like captives of the sword?"
GEN,31,28,,,https://www.blueletterbible.org/esv/GEN/31/28,and didn’t allow me to kiss my sons and my daughters? Now have you done foolishly.
GEN,31,30,,,https://www.blueletterbible.org/esv/GEN/31/30,"Now, you want to be gone, because you greatly longed for your father’s house, but why have you stolen my gods?”"
GEN,31,36,,,https://www.blueletterbible.org/esv/GEN/31/36,"Jacob was angry, and argued with Laban. Jacob answered Laban, “What is my trespass? What is my sin, that you have hotly pursued me?"
GEN,31,37,,,https://www.blueletterbible.org/esv/GEN/31/37,"Now that you have felt around in all my stuff, what have you found of all your household stuff? Set it here before my relatives and your relatives, that they may judge between us two."
GEN,31,43,,,https://www.blueletterbible.org/esv/GEN/31/43,"Laban answered Jacob, “The daughters are my daughters, the children are my children, the flocks are my flocks, and all that you see is mine! What can I do today to these my daughters, or to their children whom they have borne?"
GEN,32,17,,,https://www.blueletterbible.org/esv/GEN/32/17,"He commanded the foremost, saying, “When Esau, my brother, meets you, and asks you, saying, ‘Whose are you? Where are you going? Whose are these before you?’"
GEN,32,27,,,https://www.blueletterbible.org/esv/GEN/32/27,"He said to him, “What is your name?” He said, “Jacob”."
GEN,32,29,,,https://www.blueletterbible.org/esv/GEN/32/29,"Jacob asked him, “Please tell me your name.” He said, “Why is it that you ask what my name is?” So he blessed him there."
GEN,33,5,,,https://www.blueletterbible.org/esv/GEN/33/5,"He lifted up his eyes, and saw the women and the children; and said, “Who are these with you?” He said, “The children whom God has graciously given your servant.”"
GEN,33,8,,,https://www.blueletterbible.org/esv/GEN/33/8,"Esau said, “What do you mean by all this company which I met?” Jacob said, “To find favor in the sight of my lord.”"
GEN,33,15,,,https://www.blueletterbible.org/esv/GEN/33/15,"Esau said, “Let me now leave with you some of the people who are with me.” He said, “Why? Let me find favor in the sight of my lord.”"
GEN,34,23,,,https://www.blueletterbible.org/esv/GEN/34/23,"Won’t their livestock and their possessions and all their animals be ours? Only let’s give our consent to them, and they will dwell with us.”"
GEN,34,31,,,https://www.blueletterbible.org/esv/GEN/34/31,"They said, “Should he deal with our sister as with a prostitute?”"
GEN,37,8,,,https://www.blueletterbible.org/esv/GEN/37/8,"His brothers asked him, “Will you indeed reign over us? Will you indeed have dominion over us?” They hated him all the more for his dreams and for his words."
GEN,37,10,,,https://www.blueletterbible.org/esv/GEN/37/10,"He told it to his father and to his brothers. His father rebuked him, and said to him, “What is this dream that you have dreamed? Will I and your mother and your brothers indeed come to bow ourselves down to the earth before you?”"
GEN,37,13,,,https://www.blueletterbible.org/esv/GEN/37/13,"Israel said to Joseph, “Aren’t your brothers feeding the flock in Shechem? Come, and I will send you to them.” He said to him, “Here I am.”"
GEN,37,15,,,https://www.blueletterbible.org/esv/GEN/37/15,"A certain man found him, and behold, he was wandering in the field. The man asked him, “What are you looking for?”"
GEN,37,26,,,https://www.blueletterbible.org/esv/GEN/37/26,"Judah said to his brothers, “What profit is it if we kill our brother and conceal his blood?"
GEN,37,30,,,https://www.blueletterbible.org/esv/GEN/37/30,"He returned to his brothers, and said, “The child is no more; and I, where will I go?”"
GEN,38,16,,,https://www.blueletterbible.org/esv/GEN/38/16,"He turned to her by the way, and said, “Please come, let me come in to you,” for he didn’t know that she was his daughter-in-law. She said, “What will you give me, that you may come in to me?”"
GEN,38,17,,,https://www.blueletterbible.org/esv/GEN/38/17,"He said, “I will send you a young goat from the flock.” She said, “Will you give me a pledge, until you send it?”"
GEN,38,18,,,https://www.blueletterbible.org/esv/GEN/38/18,"He said, “What pledge will I give you?” She said, “Your signet and your cord, and your staff that is in your hand.” He gave them to her, and came in to her, and she conceived by him."
GEN,38,21,,,https://www.blueletterbible.org/esv/GEN/38/21,"Then he asked the men of her place, saying, “Where is the prostitute, that was at Enaim by the road?” They said, “There has been no prostitute here.”"
GEN,38,29,,,https://www.blueletterbible.org/esv/GEN/38/29,"As he drew back his hand, behold, his brother came out, and she said, “Why have you made a breach for yourself?” Therefore his name was called Perez."
GEN,39,9,,,https://www.blueletterbible.org/esv/GEN/39/9,"No one is greater in this house than I am, and he has not kept back anything from me but you, because you are his wife. How then can I do this great wickedness, and sin against God?”"
GEN,40,7,,,https://www.blueletterbible.org/esv/GEN/40/7,"He asked Pharaoh’s officers who were with him in custody in his master’s house, saying, “Why do you look so sad today?”"
GEN,40,8,,,https://www.blueletterbible.org/esv/GEN/40/8,"They said to him, “We have dreamed a dream, and there is no one who can interpret it.” Joseph said to them, “Don’t interpretations belong to God? Please tell it to me.”"
GEN,41,38,,,https://www.blueletterbible.org/esv/GEN/41/38,"Pharaoh said to his servants, “Can we find such a one as this, a man in whom is the Spirit of God?”"
GEN,42,1,,,https://www.blueletterbible.org/esv/GEN/42/1,"Now Jacob saw that there was grain in Egypt, and Jacob said to his sons, “Why do you look at one another?”"
GEN,42,7,,,https://www.blueletterbible.org/esv/GEN/42/7,"Joseph saw his brothers, and he recognized them, but acted like a stranger to them, and spoke roughly with them. He said to them, “Where did you come from?” They said, “From the land of Canaan, to buy food.”"
GEN,42,22,,,https://www.blueletterbible.org/esv/GEN/42/22,"Reuben answered them, saying, “Didn’t I tell you, saying, ‘Don’t sin against the child,’ and you wouldn’t listen? Therefore also, behold, his blood is required.”"
GEN,42,28,,,https://www.blueletterbible.org/esv/GEN/42/28,"He said to his brothers, “My money is restored! Behold, it is in my sack!” Their hearts failed them, and they turned trembling to one another, saying, “What is this that God has done to us?”"
GEN,43,6,,,https://www.blueletterbible.org/esv/GEN/43/6,"Israel said, “Why did you treat me so badly, telling the man that you had another brother?”"
GEN,43,7,,,https://www.blueletterbible.org/esv/GEN/43/7,"They said, “The man asked directly concerning ourselves, and concerning our relatives, saying, ‘Is your father still alive? Have you another brother?’ We just answered his questions. Is there any way we could know that he would say, ‘Bring your brother down?’ ”"
GEN,43,27,,,https://www.blueletterbible.org/esv/GEN/43/27,"He asked them of their welfare, and said, “Is your father well, the old man of whom you spoke? Is he yet alive?”"
GEN,43,29,,,https://www.blueletterbible.org/esv/GEN/43/29,"He lifted up his eyes, and saw Benjamin, his brother, his mother’s son, and said, “Is this your youngest brother, of whom you spoke to me?” He said, “God be gracious to you, my son.”"
GEN,44,4,,,https://www.blueletterbible.org/esv/GEN/44/4,"When they had gone out of the city, and were not yet far off, Joseph said to his steward, “Up, follow after the men. When you overtake them, ask them, ‘Why have you rewarded evil for good?"
GEN,44,5,,,https://www.blueletterbible.org/esv/GEN/44/5,"Isn’t this that from which my lord drinks, and by which he indeed divines? You have done evil in so doing.’ ”"
GEN,44,7,,,https://www.blueletterbible.org/esv/GEN/44/7,"They said to him, “Why does my lord speak such words as these? Far be it from your servants that they should do such a thing!"
GEN,44,8,,,https://www.blueletterbible.org/esv/GEN/44/8,"Behold, the money, which we found in our sacks’ mouths, we brought again to you out of the land of Canaan. How then should we steal silver or gold out of your lord’s house?"
GEN,44,15,,,https://www.blueletterbible.org/esv/GEN/44/15,"Joseph said to them, “What deed is this that you have done? Don’t you know that such a man as I can indeed do divination?”"
GEN,44,16,,,https://www.blueletterbible.org/esv/GEN/44/16,"Judah said, “What will we tell my lord? What will we speak? How will we clear ourselves? God has found out the iniquity of your servants. Behold, we are my lord’s slaves, both we and he also in whose hand the cup is found.”"
GEN,44,19,,,https://www.blueletterbible.org/esv/GEN/44/19,"My lord asked his servants, saying, ‘Have you a father, or a brother?’"
GEN,44,34,,,https://www.blueletterbible.org/esv/GEN/44/34,"For how will I go up to my father, if the boy isn’t with me?—lest I see the evil that will come on my father.”"
GEN,45,3,,,https://www.blueletterbible.org/esv/GEN/45/3,"Joseph said to his brothers, “I am Joseph! Does my father still live?” His brothers couldn’t answer him; for they were terrified at his presence."
GEN,46,33,,,https://www.blueletterbible.org/esv/GEN/46/33,"It will happen, when Pharaoh summons you, and will say, ‘What is your occupation?’"
GEN,47,3,,,https://www.blueletterbible.org/esv/GEN/47/3,"Pharaoh said to his brothers, “What is your occupation?” They said to Pharaoh, “Your servants are shepherds, both we, and our fathers.”"
GEN,47,8,,,https://www.blueletterbible.org/esv/GEN/47/8,"Pharaoh said to Jacob, “How old are you?”"
GEN,47,15,,,https://www.blueletterbible.org/esv/GEN/47/15,"When the money was all spent in the land of Egypt, and in the land of Canaan, all the Egyptians came to Joseph, and said, “Give us bread, for why should we die in your presence? For our money fails.”"
GEN,47,19,,,https://www.blueletterbible.org/esv/GEN/47/19,"Why should we die before your eyes, both we and our land? Buy us and our land for bread, and we and our land will be servants to Pharaoh. Give us seed, that we may live, and not die, and that the land won’t be desolate.”"
GEN,48,8,,,https://www.blueletterbible.org/esv/GEN/48/8,"Israel saw Joseph’s sons, and said, “Who are these?”"
GEN,49,9,,,https://www.blueletterbible.org/esv/GEN/49/9,"Judah is a lion’s cub. From the prey, my son, you have gone up. He stooped down, he crouched as a lion, as a lioness. Who will rouse him up?"
GEN,50,19,,,https://www.blueletterbible.org/esv/GEN/50/19,"Joseph said to them, “Don’t be afraid, for am I in the place of God?"
EXO,1,18,,,https://www.blueletterbible.org/esv/EXO/1/18,"The king of Egypt called for the midwives, and said to them, “Why have you done this thing and saved the boys alive?”"
EXO,2,7,,,https://www.blueletterbible.org/esv/EXO/2/7,"Then his sister said to Pharaoh’s daughter, “Should I go and call a nurse for you from the Hebrew women, that she may nurse the child for you?”"
EXO,2,13,,,https://www.blueletterbible.org/esv/EXO/2/13,"He went out the second day, and behold, two men of the Hebrews were fighting with each other. He said to him who did the wrong, “Why do you strike your fellow?”"
EXO,2,14,,,https://www.blueletterbible.org/esv/EXO/2/14,"He said, “Who made you a prince and a judge over us? Do you plan to kill me, as you killed the Egyptian?” Moses was afraid, and said, “Surely this thing is known.”"
EXO,2,18,,,https://www.blueletterbible.org/esv/EXO/2/18,"When they came to Reuel, their father, he said, “How is it that you have returned so early today?”"
EXO,2,20,,,https://www.blueletterbible.org/esv/EXO/2/20,"He said to his daughters, “Where is he? Why is it that you have left the man? Call him, that he may eat bread.”"
EXO,3,11,,,https://www.blueletterbible.org/esv/EXO/3/11,"Moses said to God, “Who am I, that I should go to Pharaoh, and that I should bring the children of Israel out of Egypt?”"
EXO,3,13,,,https://www.blueletterbible.org/esv/EXO/3/13,"Moses said to God, “Behold, when I come to the children of Israel, and tell them, ‘The God of your fathers has sent me to you,’ and they ask me, ‘What is his name?’ what should I tell them?”"
EXO,4,2,,,https://www.blueletterbible.org/esv/EXO/4/2,"Yahweh said to him, “What is that in your hand?” He said, “A rod.”"
EXO,4,11,,,https://www.blueletterbible.org/esv/EXO/4/11,"Yahweh said to him, “Who made man’s mouth? Or who makes one mute, or deaf, or seeing, or blind? Isn’t it I, Yahweh?"
EXO,4,14,,,https://www.blueletterbible.org/esv/EXO/4/14,"Yahweh’s anger burned against Moses, and he said, “What about Aaron, your brother, the Levite? I know that he can speak well. Also, behold, he is coming out to meet you. When he sees you, he will be glad in his heart."
EXO,5,2,,,https://www.blueletterbible.org/esv/EXO/5/2,"Pharaoh said, “Who is Yahweh, that I should listen to his voice to let Israel go? I don’t know Yahweh, and moreover I will not let Israel go.”"
EXO,5,4,,,https://www.blueletterbible.org/esv/EXO/5/4,"The king of Egypt said to them, “Why do you, Moses and Aaron, take the people from their work? Get back to your burdens!”"
EXO,5,14,,,https://www.blueletterbible.org/esv/EXO/5/14,"The officers of the children of Israel, whom Pharaoh’s taskmasters had set over them, were beaten, and were asked, “Why haven’t you fulfilled your quota both yesterday and today, in making brick as before?”"
EXO,5,15,,,https://www.blueletterbible.org/esv/EXO/5/15,"Then the officers of the children of Israel came and cried to Pharaoh, saying, “Why do you deal this way with your servants?"
EXO,5,22,,,https://www.blueletterbible.org/esv/EXO/5/22,"Moses returned to Yahweh, and said, “Lord, why have you brought trouble on this people? Why is it that you have sent me?"
EXO,6,12,,,https://www.blueletterbible.org/esv/EXO/6/12,"Moses spoke before Yahweh, saying, “Behold, the children of Israel haven’t listened to me. How then shall Pharaoh listen to me, when I have uncircumcised lips?”"
EXO,6,30,,,https://www.blueletterbible.org/esv/EXO/6/30,"Moses said before Yahweh, “Behold, I am of uncircumcised lips, and how shall Pharaoh listen to me?”"
EXO,8,26,,,https://www.blueletterbible.org/esv/EXO/8/26,"Moses said, “It isn’t appropriate to do so; for we shall sacrifice the abomination of the Egyptians to Yahweh our God. Behold, if we sacrifice the abomination of the Egyptians before their eyes, won’t they stone us?"
EXO,10,3,,,https://www.blueletterbible.org/esv/EXO/10/3,"Moses and Aaron went in to Pharaoh, and said to him, “This is what Yahweh, the God of the Hebrews, says: ‘How long will you refuse to humble yourself before me? Let my people go, that they may serve me."
EXO,10,7,,,https://www.blueletterbible.org/esv/EXO/10/7,"Pharaoh’s servants said to him, “How long will this man be a snare to us? Let the men go, that they may serve Yahweh, their God. Don’t you yet know that Egypt is destroyed?”"
EXO,10,8,,,https://www.blueletterbible.org/esv/EXO/10/8,"Moses and Aaron were brought again to Pharaoh, and he said to them, “Go, serve Yahweh your God; but who are those who will go?”"
EXO,12,26,,,https://www.blueletterbible.org/esv/EXO/12/26,"It will happen, when your children ask you, ‘What do you mean by this service?’"
EXO,13,14,,,https://www.blueletterbible.org/esv/EXO/13/14,"It shall be, when your son asks you in time to come, saying, ‘What is this?’ that you shall tell him, ‘By strength of hand Yahweh brought us out from Egypt, from the house of bondage."
EXO,14,5,,,https://www.blueletterbible.org/esv/EXO/14/5,"The king of Egypt was told that the people had fled; and the heart of Pharaoh and of his servants was changed toward the people, and they said, “What is this we have done, that we have let Israel go from serving us?”"
EXO,14,11,,,https://www.blueletterbible.org/esv/EXO/14/11,"They said to Moses, “Because there were no graves in Egypt, have you taken us away to die in the wilderness? Why have you treated us this way, to bring us out of Egypt?"
EXO,14,12,,,https://www.blueletterbible.org/esv/EXO/14/12,"Isn’t this the word that we spoke to you in Egypt, saying, ‘Leave us alone, that we may serve the Egyptians?’ For it would have been better for us to serve the Egyptians than to die in the wilderness.”"
EXO,14,15,,,https://www.blueletterbible.org/esv/EXO/14/15,"Yahweh said to Moses, “Why do you cry to me? Speak to the children of Israel, that they go forward."
EXO,15,11,,,https://www.blueletterbible.org/esv/EXO/15/11,"Who is like you, Yahweh, among the gods? Who is like you, glorious in holiness, fearful in praises, doing wonders?"
EXO,15,24,,,https://www.blueletterbible.org/esv/EXO/15/24,"The people murmured against Moses, saying, “What shall we drink?”"
EXO,16,7,,,https://www.blueletterbible.org/esv/EXO/16/7,"In the morning, you shall see Yahweh’s glory; because he hears your murmurings against Yahweh. Who are we, that you murmur against us?”"
EXO,16,8,,,https://www.blueletterbible.org/esv/EXO/16/8,"Moses said, “Now Yahweh will give you meat to eat in the evening, and in the morning bread to satisfy you, because Yahweh hears your murmurings which you murmur against him. And who are we? Your murmurings are not against us, but against Yahweh.”"
EXO,16,15,,,https://www.blueletterbible.org/esv/EXO/16/15,"When the children of Israel saw it, they said to one another, “What is it?” For they didn’t know what it was. Moses said to them, “It is the bread which Yahweh has given you to eat."
